278841891, 0, 0, 0, 206, 35, -1833
278844648, 0, 0, 0, 206, 34, -1843
278846927, 0, 0, 0, 202, 33, -1842
278849200, 0, 0, 0, 200, 31, -1852
278851468, 0, 0, 0, 198, 37, -1843
278853739, 0, 0, 0, 210, 42, -1841
278856002, 0, 0, 0, 210, 41, -1851
278858258, 0, 0, 0, 202, 40, -1835
278860529, 0, 0, 0, 208, 43, -1841
278862799, 0, 0, 0, 200, 43, -1845
278865059, 0, 0, 0, 216, 49, -1837
278867317, 0, 0, 0, 209, 42, -1855
278869632, 0, 0, 0, 205, 35, -1848
278871869, 0, 0, 0, 202, 40, -1844
278874089, 0, 0, 0, 210, 47, -1838
278876313, 0, 0, 0, 202, 46, -1830
278878538, 0, 0, 0, 211, 44, -1834
278880865, 0, 0, 0, 208, 45, -1840
278883148, 0, 0, 0, 198, 36, -1849
278885463, 0, 0, 0, 204, 35, -1842
278887727, 0, 0, 0, 205, 40, -1836
278890000, 0, 0, 0, 201, 48, -1839
278892273, 0, 0, 0, 201, 37, -1841
278894541, 0, 0, 0, 202, 29, -1850
278896801, 0, 0, 0, 208, 37, -1833
278899060, 0, 0, 0, 197, 41, -1852
278901338, 0, 0, 0, 209, 39, -1860
278903808, 0, 0, 0, 195, 40, -1846
278906071, 0, 0, 0, 198, 31, -1855
278909686, 0, 0, 0, 198, 31, -1855
278909686, 0, 0, 0, 198, 31, -1855
278909686, 0, 0, 0, 203, 43, -1855
278912630, 0, 0, 0, 203, 43, -1855
278912630, 0, 0, 0, 197, 40, -1848
278915564, 0, 0, 0, 197, 40, -1848
278915564, 0, 0, 0, 204, 42, -1832
278918540, 0, 0, 0, 204, 42, -1832
278918540, 0, 0, 0, 205, 41, -1858
278921611, 0, 0, 0, 205, 41, -1858
278921611, 0, 0, 0, 201, 39, -1849
278924493, 0, 0, 0, 201, 39, -1849
278924493, 0, 0, 0, 204, 40, -1847
278927379, 0, 0, 0, 204, 40, -1847
278927379, 0, 0, 0, 201, 42, -1864
278930272, 0, 0, 0, 201, 42, -1864
278930272, 0, 0, 0, 204, 49, -1845
278933264, 0, 0, 0, 204, 49, -1845
278933264, 0, 0, 0, 207, 44, -1837
278936207, 0, 0, 0, 207, 44, -1837
278936207, 0, 0, 0, 205, 41, -1841
278939143, 0, 0, 0, 205, 41, -1841
278939143, 0, 0, 0, 202, 49, -1842
278942147, 0, 0, 0, 202, 49, -1842
278942147, 0, 0, 0, 209, 43, -1847
278945083, 0, 0, 0, 209, 43, -1847
278945083, 0, 0, 0, 208, 39, -1829
278948050, 0, 0, 0, 208, 39, -1829
278948050, 0, 0, 0, 210, 39, -1834
278951009, 0, 0, 0, 210, 39, -1834
278951009, 0, 0, 0, 202, 39, -1838
278953940, 0, 0, 0, 202, 39, -1838
278953940, 0, 0, 0, 211, 42, -1837
278957583, 0, 0, 0, 211, 42, -1837
278957583, 0, 0, 0, 211, 42, -1837
278957583, 0, 0, 0, 205, 35, -1830
278960534, 0, 0, 0, 205, 35, -1830
278960534, 0, 0, 0, 195, 39, -1840
278963462, 0, 0, 0, 195, 39, -1840
278963462, 0, 0, 0, 204, 34, -1843
278966405, 0, 0, 0, 204, 34, -1843
278966405, 0, 0, 0, 210, 37, -1831
278969390, 0, 0, 0, 210, 37, -1831
278969390, 0, 0, 0, 209, 33, -1856
278972349, 0, 0, 0, 209, 33, -1856
278972349, 0, 0, 0, 198, 30, -1835
278975292, 0, 0, 0, 198, 30, -1835
278975292, 0, 0, 0, 198, 33, -1834
278978221, 0, 0, 0, 198, 33, -1834
278978221, 0, 0, 0, 192, 41, -1838
278981203, 0, 0, 0, 192, 41, -1838
278981203, 0, 0, 0, 192, 46, -1836
278984145, 0, 0, 0, 192, 46, -1836
278984145, 0, 0, 0, 204, 39, -1832
278987072, 0, 0, 0, 204, 39, -1832
278987072, 0, 0, 0, 199, 35, -1837
278990031, 0, 0, 0, 199, 35, -1837
278990031, 0, 0, 0, 213, 33, -1838
278992971, 0, 0, 0, 213, 33, -1838
278992971, 0, 0, 0, 197, 39, -1843
278995941, 0, 0, 0, 197, 39, -1843
278995941, 0, 0, 0, 209, 38, -1840
278998916, 0, 0, 0, 209, 38, -1840
278998916, 0, 0, 0, 198, 37, -1837
279001870, 0, 0, 0, 198, 37, -1837
279001870, 0, 0, 0, 200, 50, -1831
279005570, 0, 0, 0, 200, 50, -1831
279005570, 0, 0, 0, 200, 50, -1831
279005570, 0, 0, 0, 210, 40, -1842
279007867, 0, 0, 0, 210, 30, -1836
279011464, 0, 0, 0, 210, 30, -1836
279011464, 0, 0, 0, 210, 30, -1836
279011464, 0, 0, 0, 209, 39, -1840
279014414, 0, 0, 0, 209, 39, -1840
279014414, 0, 0, 0, 207, 46, -1843
279017347, 0, 0, 0, 207, 46, -1843
279017347, 0, 0, 0, 193, 41, -1830
279020292, 0, 0, 0, 193, 41, -1830
279020292, 0, 0, 0, 206, 39, -1840
279023246, 0, 0, 0, 206, 39, -1840
279023246, 0, 0, 0, 197, 42, -1845
279026179, 0, 0, 0, 197, 42, -1845
279026179, 0, 0, 0, 208, 42, -1843
279029116, 0, 0, 0, 208, 42, -1843
279029116, 0, 0, 0, 213, 32, -1846
279032076, 0, 0, 0, 213, 32, -1846
279032076, 0, 0, 0, 206, 46, -1854
279035009, 0, 0, 0, 206, 46, -1854
279035009, 0, 0, 0, 206, 41, -1832
279038259, 0, 0, 0, 206, 41, -1832
279038259, 0, 0, 0, 203, 31, -1845
279041225, 0, 0, 0, 203, 31, -1845
279041225, 0, 0, 0, 200, 37, -1869
279044166, 0, 0, 0, 200, 37, -1869
279044166, 0, 0, 0, 196, 39, -1835
279047105, 0, 0, 0, 196, 39, -1835
279047105, 0, 0, 0, 197, 34, -1857
279050046, 0, 0, 0, 197, 34, -1857
279050046, 0, 0, 0, 207, 38, -1838
279052937, 0, 0, 0, 207, 38, -1838
279052937, 0, 0, 0, 200, 36, -1856
279055816, 0, 0, 0, 200, 36, -1856
279055816, 0, 0, 0, 206, 34, -1855
279058694, 0, 0, 0, 206, 34, -1855
279058694, 0, 0, 0, 205, 43, -1845
279061725, 0, 0, 0, 205, 43, -1845
279061725, 0, 0, 0, 208, 43, -1846
279065325, 0, 0, 0, 208, 43, -1846
279065325, 0, 0, 0, 208, 43, -1846
279065325, 0, 0, 0, 204, 30, -1842
279068270, 0, 0, 0, 204, 30, -1842
279068270, 0, 0, 0, 204, 33, -1829
279071217, 0, 0, 0, 204, 33, -1829
279071217, 0, 0, 0, 200, 38, -1844
